Company_Name,Symbol_BSE,Symbol_NSE,BSE_Code,ISIN
Sri Lotus Developers and Realty Limited,,LOTUSDEV,,INE0V9Q01010
Meesho Limited,,MEESHO,,INE0VDM01015
Dev Accelerator Limited,,DEVX,,INE0VOV01021
SAGILITY LIMITED,,SAGILITY,,INE0W2G01015
Laxmi Dental Limited,,LAXMIDENTL,,INE0WO601020
Midwest Limited,,MIDWESTLTD,,INE0XAD01024
Anlon Healthcare Limited,,AHCL,,INE0Y8W01025
Jain Resource Recycling Limited,,JAINREC,,INE0YD401026
Atlanta Electricals Limited,,ATLANTAELE,,INE0Z4F01028
CSM Technologies Limited,,CSM,,INE0ZK601013
Atul Limited,ATUL,ATUL,500027.0,INE100A01010
Meyer Apparel Limited,MAL,,531613.0,INE100C01024
W S Industries (I) Limited,WSIND,WSI,504220.0,INE100D01014
PRASHANT INDIA LTD.,PRSNTIN,,519014.0,INE100E01012
LYONS CORPORATE MARKET LTD.,LYONSCO,,531441.0,INE100F01019
KCCL PLASTIC LTD.,KCCLPLASTC,,526067.0,INE100L01025
Mahindra & Mahindra Limited,M&M,M&M,500520.0,INE101A01026
ADVENT COMPUTER SERVICES LTD.,ADVENT,,531429.0,INE101C01022
Granules India Limited,GRANULES,GRANULES,532482.0,INE101D01020
REGAL ENTERTAINMENT & CONSULTA,REGAL,,531033.0,INE101E01010
SHREE HANUMAN SUGAR & INDUSTRI,HANSUGAR,,537709.0,INE101H01013
Afcons Infrastructure Limited,,AFCONS,,INE101I01011
SAFAL SECURITIES LTD,SAFALSEC,,531448.0,INE101L01031
HLV LIMITED,HLVLTD,HLVLTD,500193.0,INE102A01024
Choice International Limited,CHOICEIN,CHOICEIN,531358.0,INE102B01014
RICHIRICH INVENTURES LIMITED,RICHIRICH,,519230.0,INE102C01020
Godrej Consumer Products Limited,GODREJCP,GODREJCP,532424.0,INE102D01028
OXYGENTA PHARMACEUTICAL LIMITE,OXYGENTAPH,,524636.0,INE102E01018
SP CAPITAL FINANCING LTD.,SPCAPIT,,530289.0,INE102F01015
Allied Digital Services Limited,ADSL,ADSL,532875.0,INE102I01027
Mangalore Refinery and Petrochemicals Limited,MRPL,MRPL,500109.0,INE103A01014
ENCORE SOFTWARE LTD.,ENCORE,,531750.0,INE103B01012
SMC Global Securities Limited,SMCGLOBAL,SMCGLOBAL,543263.0,INE103C01036
SAMRAT PHARMACHEM LTD.,SAMRATPH,,530125.0,INE103E01016
Travel Food Services Limited,,TRAVELFOOD,,INE103V01028
KG DENIM LTD.,KGDENIM,,500239.0,INE104A01012
SAVERA INDUSTRIES LTD.,SAVERA,,512634.0,INE104E01014
Bodhtree Consulting Limited,BODHTREE,,539122.0,INE104F01011
SHARANAM INFRAPROJECT AND TRAD,SIPTL,,539584.0,INE104S01022
SHARANAM INFRAPROJECT AND TRAD,SIPTL-RE,,750787.0,INE104S20014
TVS Holdings Limited,SUNCLAYLTD,TVSHLTD,520056.0,INE105A01035
3P Land Holdings Limited,3PLAND,3PLAND,516092.0,INE105C01023
COCHIN MINERALS & RUTILE LTD.,COCHINM,,513353.0,INE105D01013
SEL Manufacturing Company Limited,SELMCL,SELMC,532886.0,INE105I01020
RPG Life Sciences Limited,RPGLIFE,RPGLIFE,532983.0,INE105J01010
ZENITH FIBRES LTD.,ZENIFIB,,514266.0,INE106C01013
BHAGWATI AUTOCAST LTD.,BGWTATO,,504646.0,INE106G01014
Ankit Metal & Power Limited,ANKITMETAL,ANKITMETAL,532870.0,INE106I01010
Hi-Tech Pipes Limited,HITECH,HITECH,543411.0,INE106T01025
Tamil Nadu Newsprint & Papers Limited,TNPL,TNPL,531426.0,INE107A01015
Wanbury Limited,WANBURY,WANBURY,524212.0,INE107F01022
PHOTON CAPITAL ADVISORS LTD.,PHOTON,,509084.0,INE107J01016
Kashyap Tele-Medicines Limited,KASHYAP,,531960.0,INE108B01029
DAULAT SECURITIES LTD.,DAULAT,,530171.0,INE108C01019
Sundaram Multi Pap Limited,SUNDARAM,SUNDARAM,533166.0,INE108E01023
CUPID TRADES & FINANCE LTD.,CUPIDTR,,512361.0,INE108G01010
F MEC INTERNATIONAL FINANCIAL ,FMEC,,539552.0,INE108T01013
Awfis Space Solutions Limited,,AWFIS,,INE108V01019
Shipping Corporation Of India Limited,SCI,SCI,523598.0,INE109A01011
BOSTON BIO SYSTEMS LTD.,BOSTONBIO,,531458.0,INE109B01019
Arman Financial Services Limited,ARMANFIN,ARMANFIN,531179.0,INE109C01017
Dhruv Wellness Limited,DWL,,540695.0,INE109Y01011
BPL Limited,BPL,BPL,500074.0,INE110A01019
Mindteck (India) Limited,MINDTECK,MINDTECK,517344.0,INE110B01017
MADHUR INDUSTRIES LTD.,MADHURIND,,519279.0,INE110C01015
S&T CORPORATION LTD.,STCORP,,514197.0,INE110Q01023
Container Corporation of India Limited,CONCOR,CONCOR,531344.0,INE111A01025
63 moons technologies limited,63MOONS,63MOONS,526881.0,INE111B01023
WINY COMMERCIAL AND FISCAL SER,WINYCOMM,,538873.0,INE111C01013
PAUSHAK LTD.,PAUSHAKLTD,,532742.0,INE111F01016
Paushak Limited,,PAUSHAKLTD,,INE111F01024
PDS Limited,PDSL,PDSL,538730.0,INE111Q01021
OMEGA AG-SEEDS (PUNJAB) LTD.,OMEAG,,519479.0,INE112B01013
AGIO PAPER & INDUSTRIES LTD.,AGIOPAPER,,516020.0,INE112C01011
Mahalaxmi Rubtech Limited,MHLXMIRU,MHLXMIRU,514450.0,INE112D01035
Lambodhara Textiles Limited,LAMBODHARA,LAMBODHARA,590075.0,INE112F01022
Metropolis Healthcare Limited,METROPOLIS,METROPOLIS,542650.0,INE112L01020
Sikko Industries Limited,,SIKKO,,INE112X01025
Gujarat Narmada Valley Fertilizers and Chemicals Limited,GNFC,GNFC,500670.0,INE113A01013
OMEGA INTERACTIVE TECHNOLOGIES,OMEGAIN,,511644.0,INE113B01029
UNIVERSAL STARCH-CHEM ALLIED L,UNIVSTAR,,524408.0,INE113E01015
BLUE BLENDS (INDIA) LTD.,BLUBLND-B,,502761.0,INE113O01014
Steel Authority of India Limited,SAIL,SAIL,500113.0,INE114A01011
OXFORD INDUSTRIES LTD.,OXFORDIN,,514414.0,INE114D01015
VBC FERRO ALLOYS LTD.,VBCFERROQ,,513005.0,INE114E01013
WORTH INVESTMENT & TRADING CO,WORTH,,538451.0,INE114O01012
LIC Housing Finance Limited,LICHSGFIN,LICHSGFIN,500253.0,INE115A01026
VARDHMAN CONCRETE LIMITED,VARDHMAN,,531444.0,INE115C01014
IND-AGIV COMMERCE LTD.,INDAGIV,,517077.0,INE115E01010
SHREYAS INTERMEDIATES LTD.,SHREYASI,,526335.0,INE115F01017
TIRUPATI FOAM LIMITED,TIRUFOAM,,540904.0,INE115G01015
Inventurus Knowledge Solutions Limited,,IKS,,INE115Q01022
Halder Venture Limited,HALDER,HALDER,539854.0,INE115S01010
Apcotex Industries Limited,APCOTEXIND,APCOTEXIND,523694.0,INE116A01032
ZF Steering Gear (India) Limited,ZFSTEERING,ZFSTEERING,505163.0,INE116C01012
B.A.G Films and Media Limited,BAGFILMS,BAGFILMS,532507.0,INE116D01028
VAISHNO CEMENT CO.LTD.,VAICC,,526941.0,INE116E01018
Vardhman Acrylics Limited,,VARDHACRLC,,INE116G01013
ABB India Limited,ABB,ABB,500002.0,INE117A01022
Cura Technologies Limited,,CURAA,,INE117B01020
CITYMAN LTD.,CITYMAN,,521210.0,INE117C01010
PHARMAIDS PHARMACEUTICALS LTD.,PHARMAID,,524572.0,INE117D01018
VJTF EDUSERVICES LTD.,VJTFEDU,,509026.0,INE117F01013
SIR SHADI LAL ENTERPRISES LTD.,SSLEL,,532879.0,INE117H01019
RR METALMAKERS INDIA LIMITED,RRMETAL,,531667.0,INE117K01013
Octavius Plantations Limited,OCTAVIUSPL,,542938.0,INE117S01016
Narmada Agrobase Limited,NARMADA,NARMADA,543643.0,INE117Z01011
Bajaj Holdings & Investment Limited,BAJAJHLDNG,BAJAJHLDNG,500490.0,INE118A01012
SOUTH ASIAN ENTERPRISES LTD.,SAENTER,,526477.0,INE118B01010
DYNAMIC PORTFOLIO MANAGEMENT &,DYNAMICP,,530779.0,INE118C01018
Nuvoco Vistas Corporation Limited,NUVOCO,NUVOCO,543334.0,INE118D01016
BSE Limited,,BSE,,INE118H01025
BINNY LTD.,BINNY,,514215.0,INE118K01011
O. P. Chains Limited,OPCHAINS,,539116.0,INE118Q01018
SHANGAR DECOR LIMITED,SHANGAR,,540259.0,INE118R01024
Park Medi World Limited,,PARKHOSPS,,INE119201023
Balrampur Chini Mills Limited,BALRAMCHIN,BALRAMCHIN,500038.0,INE119A01028
SVAM SOFTWARE LTD.,SVAMSOF,,523722.0,INE119B01018
Balgopal Commercial limited,BALGOPAL,,539834.0,INE119R01014
Carborundum Universal Limited,CARBORUNIV,CARBORUNIV,513375.0,INE120A01034
Hitech Corporation Limited,HITECHCORP,HITECHCORP,526217.0,INE120D01012
Titaanium Ten Enterprise Limit,TITAANIUM,,539985.0,INE120V01014
Cholamandalam Investment and Finance Company Limited,CHOLAFIN,CHOLAFIN,511243.0,INE121A01024
WALLFORT FINANCIAL SERVICES LT,WALLFORT,,532053.0,INE121B01014
SYSCHEM (INDIA) LTD.,SYSCHEM,,531173.0,INE121D01036
JSW Energy Limited,JSWENERGY,JSWENERGY,533148.0,INE121E01018
ILFS-30-3-21-PVTNCRPS,ILFS30MAR16,,715023.0,INE121H04015
Indus Towers Limited,INDUSTOWER,INDUSTOWER,534816.0,INE121J01017
Thejo Engineering Limited,,THEJO,,INE121N01019
Amagi Media Labs Limited,,AMAGI,,INE121R01077
ADITYA SPINNERS LTD.,ADITYASP,,521141.0,INE122D01026
SURYA FUN CITY LTD.,SURFUNC,,532028.0,INE122F01013
SAND PLAST (INDIA) LTD.,SANDPLAST,,533079.0,INE122K01013
Essar Shipping Limited,ESSARSHPNG,ESSARSHPNG,533704.0,INE122M01019
JUMBO FINANCE LTD.,JUMBFNL,,511060.0,INE122N01017
Manpasand Beverages Limited,MANPASAND,,539207.0,INE122R01018
TERRAFORM MAGNUM LTD.,TERRAFORM,,506162.0,INE122V01010
Nagreeka Exports Limited,NAGREEKEXP,NAGREEKEXP,521109.0,INE123B01028
Tainwala Chemical and Plastic (I) Limited,TAINWALCHM,TAINWALCHM,507785.0,INE123C01018
ALLIANCE INTEGRATED METALIKS L,AIML,,534064.0,INE123D01024
INFORMED TECHNOLOGIES INDIA LT,INFORTEC,,504810.0,INE123E01014
MMTC Limited,MMTC,MMTC,513377.0,INE123F01029
RDB RASAYANS LTD.,RDBRL,,533608.0,INE123M01017
TERRAFORM REALSTATE LIMITED,TERRAREAL,,512157.0,INE123V01018
SBI Life Insurance Company Limited,SBILIFE,SBILIFE,540719.0,INE123W01016
COSMO FERRITES LTD.,COSMOFE,,523100.0,INE124B01018
STEELCAST LTD.,STEELCAS,,513517.0,INE124E01020
Steelcast Limited,,STEELCAS,,INE124E01038
Delta Corp Limited,DELTACORP,DELTACORP,532848.0,INE124G01033
SUNIL INDUSTRIES LTD.,SUNILTX,,521232.0,INE124M01015
Pashupati Cotspin Limited,,PASHUPATI,,INE124Y01028
ABC INDIA LTD.,ABCINDQ,,520123.0,INE125D01011
Onesource Ideas Venture Limite,OIVL,,530805.0,INE125F01024
Edvenswa Enterprises Limited,EDVENSWA,,517170.0,INE125G01014
Edvenswa Enterprises Limited,EDVEN-RE,,750765.0,INE125G20014
EID Parry India Limited,EIDPARRY,EIDPARRY,500125.0,INE126A01031
Apollo Pipes Limited,APOLLOPIPES,APOLLOPIPE,531761.0,INE126J01016
Indiabulls Limited,YAARI,IBULLSLTD,533520.0,INE126M01010
The Hi-Tech Gears Limited,HITECHGEAR,HITECHGEAR,522073.0,INE127B01011
HDFC Asset Management Company Limited,HDFCAMC,HDFCAMC,541729.0,INE127D01025
Goodluck India Limited,GOODLUCK,GOODLUCK,530655.0,INE127I01024
K.P. Energy Limited,KPEL,KPEL,539686.0,INE127T01021
Eveready Industries India Limited,EVEREADY,EVEREADY,531508.0,INE128A01029
EMGEE CABLES & COMMUNICATIONS,EMGEECA,,530333.0,INE128F01010
Vardhan Capital & Finance Limi,VARDHANCFL,,542931.0,INE128G01018
KRETTO SYSCON LIMITED,KRETTOSYS,,531328.0,INE128R01023
Five-Star Business Finance Limited,FIVESTAR,FIVESTAR,543663.0,INE128S01021
Archean Chemical Industries Limited,ACI,ACI,543657.0,INE128X01021
GAIL (India) Limited,GAIL,GAIL,532155.0,INE129A01019
Sintercom India Limited,,SINTERCOM,,INE129Z01016
OnEMI Technology Solutions Limited,,KISSHT,,INE12F801023
Sambhv Steel Tubes Limited,,SAMBHV,,INE12NJ01018
Shadowfax Technologies Limited,,SHADOWFAX,,INE12UN01015
Fujiyama Power Systems Limited,,UTLSOLAR,,INE12UR01024
Surana Telecom and Power Limited,SURANAT&P,SURANAT&P,517530.0,INE130B01031
SHREE TULSI ONLINE.COM LTD.,SHREETULSI,,590128.0,INE130D01037
KEY CORP LTD.,KEYCORP,,507948.0,INE130F01016
ENKEI WHEELS (INDIA) LTD.,ENKEIWHEL,,533477.0,INE130L01014
UNIJOLLY INVESTMENTS CO.LTD.,UNIJOLL,,503671.0,INE130N01010
Gujarat Mineral Development Corporation Limited,GMDCLTD,GMDCLTD,532181.0,INE131A01031
Relaxo Footwears Limited,RELAXO,RELAXO,530517.0,INE131B01039
Disa India Limited,DISAQ,DISAQ,500068.0,INE131C01011
G.K.CONSULTANTS LTD.,GKCONS,,531758.0,INE131D01019
INDIANIVESH LTD.,INDIANVSH,,501700.0,INE131H01028
JOINTECA EDUCATION SOLUTIONS L,JOINTECAED,,534659.0,INE131N01018
SAGAR SOYA PRODUCTS LTD.,SAGRSOY-B,,507663.0,INE131O01024
ASIA CAPITAL LIMITED,ASIACAP,,538777.0,INE131Q01011
Suryalata Spinning Mills Limited,SURYALA,SURYALA,514138.0,INE132C01027
DECCAN POLYPACKS LTD.,DECPO,,531989.0,INE132E01015
NCL RESEARCH & FINANCIAL SERVI,NCLRESE,,530557.0,INE132F01038
NCL Research And Financial Ser,NCLRESE-RE,,750712.0,INE132F20012
Aurionpro Solutions Limited,AURIONPRO,AURIONPRO,532668.0,INE132H01018
VINAYAK VANIJYA LTD.,VINVANI,,512517.0,INE132V01019
JSW Dulux Limited,AKZOINDIA,JSWDULUX,500710.0,INE133A01011
KESAR ENTERPRISES LTD.,KESARENT,,507180.0,INE133B01019
KESAR PETROPRODUCTS LTD.,KESARPE,,524174.0,INE133C01033
ARTSON ENGINEERING LTD.,ARTSONEN,,522134.0,INE133D01023
Tilaknagar Industries Limited,TI,TI,507205.0,INE133E01013
IFGL Refractories Limited,IFGLEXPOR,IFGLEXPOR,540774.0,INE133Y01011
Kirloskar Electric Company Limited,KECL,KECL,533193.0,INE134B01017
Power Finance Corporation Limited,PFC,PFC,532810.0,INE134E01011
STURDY INDUSTRIES LTD.,STURDY,,530611.0,INE134F01026
ANAND PROJECTS LTD,ANANDPROJ,,501630.0,INE134R01013
BALASORE ALLOYS LTD.,BALASORE,,513142.0,INE135A01024
SAHARA HOUSINGFINA CORPORATION,SAHARAHOUS,,511533.0,INE135C01012
Golden Capital Services Limite,GOLDENCAP,,539853.0,INE135D01010
CNI RESEARCH LTD.,CNIRESLTD,,512018.0,INE135H01029
Cyient Limited,CYIENT,CYIENT,532175.0,INE136B01020
HCP PLASTENE BULKPACK LIMITED,HPBL,,526717.0,INE136C01044
HCP PLASTENE BULKPACK LIMITED,HPBL-RE,,750705.0,INE136C20010
Neogen Chemicals Limited,NEOGEN,NEOGEN,542665.0,INE136S01016
Alphageo (India) Limited,ALPHAGEO,ALPHAGEO,526397.0,INE137C01018
AMIT SECURITIES LTD.,AMITSEC,,531557.0,INE137E01014
GRP Limited,GRPLTD,GRPLTD,509152.0,INE137I01015
SAB INDUSTRIES LIMITED,SAB,,539112.0,INE137M01017
Peninsula Land Limited,PENINLAND,PENINLAND,503031.0,INE138A01028
DUROPACK LTD.,DUROPACK,,526355.0,INE138B01018
Kanoria Chemicals & Industries Limited,KANORICHEM,KANORICHEM,506525.0,INE138C01024
FENOPLAST LTD.,FENOPLAS,,526689.0,INE138D01014
IND Renewable Energy Ltd,INDRENEW,,536709.0,INE138O01029
Kfin Technologies Limited,KFINTECH,KFINTECH,543720.0,INE138Y01010
National Aluminium Company Limited,NATIONALUM,NATIONALUM,532234.0,INE139A01034
UCAL LIMITED,UCALFUEL,UCAL,500464.0,INE139B01016
YUVRAAJ HYGIENE PRODUCTS LTD.,YUVRAAJHPL,,531663.0,INE139D01020
NIVAKA FASHIONS LIMITED,NIVAKA,,542206.0,INE139E01028
Barak Valley Cements Limited,BVCL,BVCL,532916.0,INE139I01011
VENTURA GUARANTY LTD.,SHYAM,,512060.0,INE139J01019
Fusion Finance Limited,FUSION,FUSION,543652.0,INE139R01012
Saatvik Green Energy Limited,,SAATVIKGL,,INE13B501022
PIRAMAL ENTERPRISES LTD.,PEL,,500302.0,INE140A01024
RCI INDUSTRIES & TECHNOLOGIES,RCIIND,,537254.0,INE140B01014
SIDDHA VENTURES LTD.,SIDDHA,,530439.0,INE140C01012
NHC FOODS LTD.,NHCFOODS,,517554.0,INE141C01028
Tamilnadu Telecommunication Limited,TNTELE,TNTELE,523419.0,INE141D01018
Texmo Pipes and Products Limited,TEXMOPIPES,TEXMOPIPES,533164.0,INE141K01013
FIRST FINANCIAL SERVICES LTD.,FIRFIN,,511369.0,INE141N01025
Oswal Agro Mills Limited,OSWALAGRO,OSWALAGRO,500317.0,INE142A01012
BEMCO HYDRAULICS LTD.,BEMHY,,522650.0,INE142E01014
Take Solutions Limited,TAKE,TAKE,532890.0,INE142I01023
Lypsa Gems & Jewellery Limited,LYPSAGEMS,LYPSAGEMS,534532.0,INE142K01011
Tata Technologies Limited,,TATATECH,,INE142M01025
UNNO INDUSTRIES LTD.,UNOINDL,,519273.0,INE142N01023
Sula Vineyards Limited,SULA,SULA,543711.0,INE142Q01026
Orient Electric Limited,ORIENTELEC,ORIENTELEC,541301.0,INE142Z01019
Oswal Greentech Limited,OSWALGREEN,OSWALGREEN,539290.0,INE143A01010
PRECISION ELECTRONICS LTD.,PRECISIO,,517258.0,INE143C01024
KSK ENERGY VENTURES LTD.,KSK,,532997.0,INE143H01015
PARAMOUNT COSMETICS (INDIA) LT,PARMCOS-B,,507970.0,INE143I01013
ESSAR SECURITIES LTD,ESSARSEC,,533149.0,INE143K01019
BONANZA INDUSTRIES LTD.,BONINDL,,523133.0,INE143N01021
JAGAN LAMPS LTD.,JAGANLAM,,530711.0,INE144C01014
Cubex Tubings Limited,CUBEXTUB,CUBEXTUB,526027.0,INE144D01012
20 Microns Limited,20MICRONS,20MICRONS,533022.0,INE144J01027
Tarsons Products Limited,TARSONS,TARSONS,543399.0,INE144Z01023
CRAVATEX LTD.,CRAVATEX,,509472.0,INE145E01017
GUJARAT TOOLROOM LTD.,GUJTLRM,,513337.0,INE145J01032
KEERTHI INDUSTRIES LTD.,KEERTHI,,518011.0,INE145L01012
Shish Industries Limited,SHISHIND,,540693.0,INE145Y01015
White Organic Agro Limited,WHITEORG,,513713.0,INE146C01019
Creative Castings Limited,CREATIVE,,539527.0,INE146E01015
GUJARAT METALLIC COAL & COKE L,GMETCOAL,,531881.0,INE146F01020
INDUCTO STEEL LTD.,INDCTST,,532001.0,INE146H01018
Kirloskar Oil Engines Limited,KIRLOSENG,KIRLOSENG,533293.0,INE146L01010
FAMILY CARE HOSPITALS LIMITED,FAMILYCARE,,516110.0,INE146N01016
FAMILY CARE HOSPITALS LIMITED,FAMILY-RE,,750756.0,INE146N20016
Sagar Diamonds Limited,SAGAR,,540715.0,INE146Y01013
Southern Petrochemicals Industries Corporation  Limited,SPIC,SPIC,590030.0,INE147A01011
POOJA ENTERTAINMENT AND FILMS,POOJAENT,,532011.0,INE147C01017
INDO CREDIT CAPITAL LTD.,INDOCRED,,526887.0,INE147D01015
Purohit Construction Limited,PUROHITCON,,538993.0,INE147J01012
Jindal Poly Investment and Finance Company Limited,JPOLYINVST,JPOLYINVST,536773.0,INE147P01019
Tamilnadu PetroProducts Limited,TNPETRO,TNPETRO,500777.0,INE148A01019
MENA MANI INDUSTRIES LIMITED,MENAMANI,,531127.0,INE148B01025
Sammaan Capital Limited,IBULHSGFIN,SAMMAANCAP,535789.0,INE148I01020
Delhivery Limited,DELHIVERY,DELHIVERY,543529.0,INE148O01028
Cholamandalam Financial Holdings Limited,CHOLAHLDNG,CHOLAHLDNG,504973.0,INE149A01033
ARCHANA SOFTWARE LTD.,SSLFINANCE,,530565.0,INE149B01015
INDITALIA REFCON LTD.,INDITALIA,,517526.0,INE149C01013
RAHUL MERCHANDISING LTD.,RAHME,,531887.0,INE149D01011
DAZZEL CONFINDIVE LTD.,DAZZEL,,531270.0,INE149E01027
Sandur Manganese & Iron Ores Limited,SANDUMA,SANDUMA,504918.0,INE149K01016
Sandur Manganese & Iron Ores L,SANDUMA-RE,,750723.0,INE149K20016
NIBE Limited,NIBE,NIBE,535136.0,INE149O01018
Kalyan Capitals Limited,KALYANCAP,,538778.0,INE149Q01021
Aditya Birla Lifestyle Brands Limited,,ABLBL,,INE14LE01019
Vidya Wires Limited,,VIDYAWIRES,,INE14UN01029
Alkyl Amines Chemicals Limited,ALKYLAMINE,ALKYLAMINE,506767.0,INE150B01039
TITAN BIOTECH LTD.,TITANBIO,,524717.0,INE150C01011
MAURIA UDYOG LIMITED,MUL,,539219.0,INE150D01027
Lux Industries Limited,LUXIND,LUXIND,539542.0,INE150G01020
Swagatam Trading & Services Li,SWAGTAM,,539406.0,INE150R01019
Tata Communications Limited,TATACOMM,TATACOMM,500483.0,INE151A01013
B2B SOFTWARE TECHNOLOGIES LTD.,B2BSOFT,,531268.0,INE151B01011
Shri Bholanath Carpets Limited,SHRIBCL,,530841.0,INE151F01012
SHAILY ENGINEERING PLASTICS LT,SHAILY,,501423.0,INE151G01010
Shaily Engineering Plastics Limited,,SHAILY,,INE151G01028
MILESTONE GLOBAL LTD.,MILESTONE,,531338.0,INE151H01018
RAJENDRA CATERERS & CONFECTION,RACCL,,526833.0,INE151O01014
Thermax Limited,THERMAX,THERMAX,500411.0,INE152A01029
GATI LTD.,GATI,,532345.0,INE152B01027
U. Y. Fincorp Limited,UYFINCORP,UYFINCORP,530579.0,INE152C01025
ELEGANT FLORICULTURE & AGROTEC,ELEFLOR,,526473.0,INE152E01013
Triveni Turbine Limited,TRITURBINE,TRITURBINE,533655.0,INE152M01016
Mahanagar Telephone Nigam Limited,MTNL,MTNL,500108.0,INE153A01019
VINTAGE SECURITIES LTD.,VINTAGES,,531051.0,INE153C01015
MOONGIPA CAPITAL FINANCE LTD.,MONGIPA,,530167.0,INE153K01018
BLS International Services Limited,BLS,BLS,540073.0,INE153T01027
ITC Limited,ITC,ITC,500875.0,INE154A01025
MOHITE INDUSTRIES LIMITED,MOHITE,,532140.0,INE154B01015
VENMAX DRUGS AND PHARMACEUTICA,VENMAX,,531015.0,INE154G01022
RAPID INVESTMENTS LTD.,RAPIDIN,,501351.0,INE154M01012
Max Ventures and Industries Li,MAXVIL,,539940.0,INE154U01015
Tata Motors Passenger Vehicles Limited,TATAMOTORS,TMPV,500570.0,INE155A01022
Albert David Limited,ALBERTDA,ALBERTDAVD,524075.0,INE155C01010
Investment & Precision Castings Limited,INVPRECQ,INVPRECQ,504786.0,INE155E01016
New Delhi Television Limited,NDTV,NDTV,532529.0,INE155G01029
VEGEPRO FOODS & FEEDS LTD.,VGPRFOO,,519140.0,INE155O01015
Jet Infraventure Limited,JETINFRA,,538794.0,INE155R01018
Macpower CNC Machines Limited,,MACPOWER,,INE155Z01011
Indo Rama Synthetics (India) Limited,INDORAMA,INDORAMA,500207.0,INE156A01020
Pioneer Embroideries Limited,PIONEEREMB,PIONEEREMB,514300.0,INE156C01018
JAIHIND SYNTHETICS LTD.,JAIHINDS,,514312.0,INE156E01014
YURANUS INFRASTRUCTURE LTD,YURANUS,,536846.0,INE156M01017
CENTERAC TECHNOLOGIES LTD.,CENTERAC,,531621.0,INE157B01026
K.M.Sugar Mills Limited,KMSUGAR,KMSUGAR,532673.0,INE157H01023
Hero MotoCorp Limited,HEROMOTOCO,HEROMOTOCO,500182.0,INE158A01026
Eimco Elecon (India) Limited,EIMCOELECO,EIMCOELECO,523708.0,INE158B01016
City Online Services Limited,CITYONLINE,,538674.0,INE158C01014
EL FORGE LTD.,ELFORGE,,531144.0,INE158F01017
REMI EDELSTAHL TUBULARS LIMITE,REMIEDEL,,513043.0,INE158G01015
Diggi Multitrade Limited,DML,,540811.0,INE158R01012
GlaxoSmithKline Pharmaceuticals Limited,GLAXO,GLAXO,500660.0,INE159A01016
SALGUTI INDUSTRIES LTD.,SALGUTI,,526554.0,INE159C01012
MM RUBBER COMPANY LTD.,MMRUBBR-B,,509196.0,INE159E01026
S V GLOBAL MILL LTD.,SVGLOBAL,,535621.0,INE159L01013
Viji Finance Limited,VFL,VIJIFIN,537820.0,INE159N01027
Mystic Electronics Limited,MYSTICELE,,535205.0,INE159O01033
VADILAL DAIRY INTERNATIONAL LT,VADIDAI,,519451.0,INE159T01016
Pine Labs Limited,,PINELABS,,INE15B701018
Punjab National Bank,PNB,PNB,532461.0,INE160A01022
PH CAPITAL LTD.,PHCAP,,500143.0,INE160F01013
PBA INFRASTRUCTURE LTD.,PBAINFRA,,532676.0,INE160H01019
BINNY MILLS LTD.,BINNYMILLS,,535620.0,INE160L01011
HEALTHY INVESTMENTS LTD.,HEALINV,,503689.0,INE160N01017
Mukta Agriculture Limited,MUKTA,,535204.0,INE160O01031
NIIT Limited,NIITLTD,NIITLTD,500304.0,INE161A01038
MAXIMAA SYSTEMS LTD.,MAXIMAA,,526538.0,INE161B01036
METAL COATINGS (INDIA) LTD.,METALCO,,531810.0,INE161E01014
FLORA TEXTILES LTD.,FLORATX,,530705.0,INE161F01011
Morarjee Textiles Limited,MORARJEE,MORARJEE,532621.0,INE161G01027
Vikas Lifecare Limited,VIKASLIFE,VIKASLIFE,542655.0,INE161L01027
VIKAS LIFECARE LIMITED,VLIFE-RE,,750661.0,INE161L20019
VIKAS LIFECARE LIMITED,VLIFE-RE1,,750676.0,INE161L20027
Gujarat Industries Power Company Limited,GIPCL,GIPCL,517300.0,INE162A01010
Lumax Industries Limited,LUMAXIND,LUMAXIND,517206.0,INE162B01018
Paras Petrofils Limited,PARASPETRO,PARASPETRO,521246.0,INE162C01024
Ganon Products Limited,GANONPRO,,512443.0,INE162L01017
NOCIL Limited,NOCIL,NOCIL,500730.0,INE163A01018
Balmer Lawrie & Company Limited,BALMLAWRIE,BALMLAWRIE,523319.0,INE164A01016
KELLTON TECH SOLUTIONS LTD.,KELLTONTEC,,519602.0,INE164B01022
Kellton Tech Solutions Limited,,KELLTONTEC,,INE164B01030
VUENOW INFRATECH LIMITED,VUENOW,,531997.0,INE164D01010
SHREE RAM URBAN INFRASTRUCTURE,SHREERAM,,503205.0,INE164H01011
R. S. Software (India) Limited,RSSOFTWARE,RSSOFTWARE,517447.0,INE165B01029
GEM SPINNERS INDIA LTD.,GEMSPIN,,521133.0,INE165F01020
Assam Entrade Limited,ASSAMENT,,542911.0,INE165G01010
National Standard (India) Limited,NATIONSTD,NATIONSTD,504882.0,INE166R01015
ELECTREX (INDIA) LTD.,ELEXT,,517378.0,INE167A01019
ACI INFOCOM LTD.,ACIIN,,517356.0,INE167B01025
PANYAM CEMENTS & MINERAL INDUS,PANCM,,500322.0,INE167E01037
HARI GOVIND INTERNATIONAL LTD.,HARIGOV,,531971.0,INE167F01018
SIMPLEX REALTY LTD.,SIMPLXREA,,503229.0,INE167H01014
